,id,condition,RT
0,91930,baseline,189.16404674061104
1,91930,baseline,357.47823363810943
2,91930,condition_a,560.8406829871334
3,91930,baseline,339.48161586615583
4,91930,condition_a,452.9599030659419
5,91930,condition_a,1183.683074509746
6,91930,condition_a,1394.7175973236465
7,91930,condition_a,199.31350207931743
8,91930,condition_b,420.670662784135
9,91930,condition_b,705.740815787832
10,91930,condition_a,609.0386430387977
11,91930,condition_a,776.3735394540628
12,91930,condition_b,608.1161618104217
13,91930,condition_a,804.9792748057815
14,91930,baseline,483.11933161359354
15,91930,condition_a,639.047499528906
16,91930,baseline,341.84500083566843
17,91930,condition_a,351.6934865367576
18,91930,condition_a,475.4270778699952
19,91930,condition_a,536.431855727115
20,91930,condition_b,216.08156329704525
21,91930,condition_a,241.00776026540217
22,91930,baseline,902.4837498319457
23,91930,baseline,314.8494000674295
24,91930,condition_b,285.3396083342613
25,91930,condition_b,514.6410954451145
26,91930,baseline,1137.4593876979252
27,91930,condition_a,422.6081368118494
28,91930,condition_a,1129.5402628926681
29,91930,baseline,402.4554911110238
30,91930,baseline,387.66860757836184
31,91930,condition_a,793.5915452598404
32,91930,baseline,812.2552752682764
33,91930,baseline,745.0659111126128
34,91930,condition_b,489.05037055605305
35,91930,baseline,304.7138697358687
36,91930,condition_a,1066.4201406549269
37,91930,condition_b,347.83097264024786
38,91930,baseline,572.2775942708244
39,91930,baseline,682.7022569152011
40,91930,condition_b,591.2962392408539
41,91930,baseline,501.91469250586306
42,91930,baseline,166.61873466240047
43,91930,baseline,214.92472791897944
44,91930,condition_b,283.5543540302863
45,91930,baseline,292.1319518956572
46,91930,condition_a,893.7987337692524
47,91930,condition_a,580.9110586235166
48,91930,condition_a,733.1921778349031
49,91930,condition_a,1075.8297049371495
50,91930,baseline,403.49395837090384
51,91930,condition_b,449.56975754644293
52,91930,condition_b,386.5791609263764
53,91930,condition_b,305.4863042601751
54,91930,condition_a,609.6934870072971
55,91930,condition_b,245.27746621913357
56,91930,condition_b,282.5475278347139
57,91930,baseline,444.9025540280455
58,91930,condition_b,197.88489876274747
59,91930,baseline,224.36303455867622
60,91930,condition_a,1156.1008368711432
61,91930,condition_a,378.3463201646012
62,91930,condition_b,413.9735071132068
63,91930,baseline,283.4413866233502
64,91930,condition_a,834.7989302141106
65,91930,baseline,251.39967176775605
66,91930,condition_b,514.08736398206
67,91930,condition_b,324.6741375736957
68,91930,condition_b,935.1844348785014
69,91930,baseline,570.5558304647616
70,91930,condition_a,366.54940032500383
71,91930,baseline,511.5848467282954
72,91930,condition_a,741.1342686716492
73,91930,baseline,210.4319813531672
74,91930,condition_a,1501.8363655015344
75,91930,condition_b,421.31478479112883
76,91930,condition_b,420.990229055385
77,91930,baseline,191.53470065801338
78,91930,condition_a,993.8113985426016
79,91930,condition_b,419.5386887747942
80,91930,baseline,627.8047435656835
81,91930,condition_b,694.6752868640756
82,91930,condition_b,500.93957315556503
83,91930,baseline,331.0107615270273
84,91930,condition_a,588.9821514471461
85,91930,condition_b,605.1581397217043
86,91930,condition_a,2182.9214981039445
87,91930,condition_a,272.6896091454551
88,91930,baseline,345.61038911560854
89,91930,condition_b,716.1291792244059
90,91930,baseline,238.06701156481137
91,91930,condition_b,315.9384228010152
92,91930,condition_a,747.4705821906423
93,91930,condition_b,182.08739387857844
94,91930,condition_a,726.2470160412713
95,91930,baseline,406.35422415048856
96,91930,condition_a,825.6851353100466
97,91930,condition_b,455.72802247152185
98,91930,condition_b,396.3393965520767
99,91930,condition_b,129.03392557114066
100,91930,condition_b,277.2964779212328
101,91930,condition_b,785.835232423374
102,91930,condition_b,403.4553719544406
103,91930,condition_b,596.0411388909857
104,91930,condition_b,373.49911185198295
105,91930,condition_b,258.1826457557078
106,91930,condition_a,501.5055874494793
107,91930,condition_a,622.778149988731
108,91930,baseline,386.85629271927047
109,91930,condition_b,263.4020778868696
110,91930,baseline,671.6746559137525
111,91930,condition_a,578.3683853167033
112,91930,baseline,194.63060121701014
113,91930,condition_a,799.4275751306565
114,91930,baseline,256.4382529430519
115,91930,condition_b,520.5436660263351
116,91930,baseline,322.16977907684225
117,91930,condition_a,503.6596395673305
118,91930,baseline,265.7179025332119
119,91930,baseline,620.0419371658325
