,id,condition,RT
0,39833,baseline,281.8200003470627
1,39833,condition_b,1433.9649451411528
2,39833,baseline,187.91715033816445
3,39833,condition_a,1223.8154483076019
4,39833,condition_b,338.99479361709376
5,39833,baseline,339.9689125265109
6,39833,baseline,737.1297315660415
7,39833,condition_b,411.99473098709325
8,39833,baseline,239.1625824145435
9,39833,condition_b,768.6082578914582
10,39833,condition_b,612.5608666559525
11,39833,baseline,232.98951702671786
12,39833,condition_b,502.4414456829056
13,39833,condition_b,624.8332125901208
14,39833,condition_b,319.29289720020597
15,39833,condition_b,113.96943737639162
16,39833,condition_a,475.58644347669366
17,39833,condition_b,691.9965944480458
18,39833,baseline,375.2876768399898
19,39833,condition_b,173.51156999634148
20,39833,baseline,394.62794379627013
21,39833,condition_a,1309.640857728479
22,39833,condition_a,292.89876889785626
23,39833,baseline,387.9300268811219
24,39833,condition_a,540.7539598246302
25,39833,condition_a,382.3645124464736
26,39833,condition_b,337.75330007163006
27,39833,condition_a,508.06635204107585
28,39833,baseline,846.356721753271
29,39833,baseline,246.8161167801433
30,39833,condition_a,402.4090653555908
31,39833,condition_a,561.0861688233695
32,39833,baseline,373.64614738530474
33,39833,condition_a,359.431977778107
34,39833,condition_a,835.3416106372074
35,39833,condition_b,336.9153247133552
36,39833,condition_b,239.84917892389484
37,39833,baseline,902.0725283271223
38,39833,condition_a,726.651872742932
39,39833,baseline,342.0018697284678
40,39833,condition_a,1749.8360358556108
41,39833,condition_a,559.0039362685353
42,39833,condition_b,388.23395536646876
43,39833,condition_a,421.9378957706085
44,39833,condition_a,2177.942906900333
45,39833,condition_a,376.13708427120264
46,39833,condition_b,473.371096756204
47,39833,condition_a,279.65491852433746
48,39833,condition_b,275.002076960375
49,39833,condition_a,1162.9531196709295
50,39833,condition_b,409.82084667048724
51,39833,condition_b,269.038988901916
52,39833,condition_a,308.60088949382015
53,39833,condition_a,506.316115305029
54,39833,condition_b,225.40390297053278
55,39833,condition_a,148.856728032582
56,39833,condition_b,400.31110923592973
57,39833,condition_b,195.78947082840617
58,39833,condition_b,346.3377990446965
59,39833,condition_a,668.7755172753018
60,39833,baseline,419.67067175374996
61,39833,condition_b,441.80721818312196
62,39833,baseline,439.4115758655836
63,39833,condition_a,522.347250922897
64,39833,baseline,383.20733297410254
65,39833,condition_b,233.6935292106465
66,39833,condition_a,344.0193050389349
67,39833,baseline,488.8269861295998
68,39833,condition_b,367.73046634242786
69,39833,baseline,450.36644945332773
70,39833,condition_b,303.420827771488
71,39833,baseline,328.5755516338594
72,39833,condition_a,828.6837711641216
73,39833,baseline,585.3202055519549
74,39833,condition_a,342.70952852130233
75,39833,condition_a,457.3662190802239
76,39833,condition_a,285.0239131882147
77,39833,baseline,230.9598543939086
78,39833,condition_a,277.4453046707821
79,39833,baseline,159.44814400264252
80,39833,condition_a,637.7895931061263
81,39833,condition_b,184.65281921783603
82,39833,baseline,175.63949306107216
83,39833,baseline,380.7259186823805
84,39833,condition_a,534.8255643890851
85,39833,baseline,607.6992629629392
86,39833,condition_b,333.87365635696386
87,39833,baseline,197.46951307184617
88,39833,condition_b,326.66737561295946
89,39833,condition_a,1258.837900517915
90,39833,condition_b,357.91755143870705
91,39833,condition_b,362.41640862704367
92,39833,baseline,348.6726592738423
93,39833,condition_b,272.430148743827
94,39833,condition_a,441.20261456443325
95,39833,condition_b,310.3988277646878
96,39833,condition_a,567.1945813024327
97,39833,baseline,454.2637591462975
98,39833,condition_a,1512.3641795435356
99,39833,baseline,313.99033788706373
100,39833,condition_a,339.3576613797784
101,39833,condition_a,940.068418204202
102,39833,condition_b,511.3903560421025
103,39833,baseline,397.89043555247736
104,39833,baseline,480.3968622186368
105,39833,baseline,204.6149527822549
106,39833,condition_b,927.2094802753157
107,39833,baseline,468.97043215258685
108,39833,baseline,529.0672839037887
109,39833,baseline,398.4474405979469
110,39833,baseline,1351.4746784721583
111,39833,condition_b,192.74947039755438
112,39833,baseline,297.89919479634585
113,39833,baseline,337.6387749411071
114,39833,condition_b,296.6649125679642
115,39833,condition_a,1095.1888979384216
116,39833,baseline,598.7864820110309
117,39833,condition_b,601.9399865254461
118,39833,condition_b,102.24131186347044
119,39833,condition_a,701.3153730227954
