,id,condition,RT
0,18045,baseline,410.3195539887912
1,18045,baseline,314.41322933171796
2,18045,condition_b,593.3114210166315
3,18045,condition_a,609.7124956835017
4,18045,condition_b,271.50032072429536
5,18045,condition_a,893.9953570257958
6,18045,baseline,254.48959958932812
7,18045,condition_b,276.2568040727886
8,18045,condition_b,496.3216304527432
9,18045,baseline,591.9085616278619
10,18045,baseline,453.0004169656827
11,18045,condition_a,771.1463313205209
12,18045,condition_b,166.20133281057616
13,18045,condition_a,378.9491910890283
14,18045,baseline,489.9564743216929
15,18045,condition_a,627.1741533963881
16,18045,baseline,224.69244187711334
17,18045,condition_a,224.24825620861074
18,18045,baseline,311.0710346864843
19,18045,baseline,179.6292254269013
20,18045,baseline,155.16969927123324
21,18045,baseline,360.95164668798594
22,18045,condition_a,348.5229303148454
23,18045,condition_a,838.4169208718697
24,18045,condition_b,519.8546228552727
25,18045,condition_a,308.5241155994668
26,18045,baseline,518.131449090103
27,18045,baseline,327.57188356080565
28,18045,condition_b,506.7126996746259
29,18045,condition_b,178.80982485254324
30,18045,condition_a,732.6740155008551
31,18045,condition_a,1053.7639160467984
32,18045,condition_b,229.16698948948326
33,18045,baseline,370.28274608997623
34,18045,condition_b,454.73757683589514
35,18045,baseline,877.9783895024735
36,18045,condition_a,896.8571516934466
37,18045,condition_b,187.84804543700992
38,18045,baseline,370.9324320291178
39,18045,baseline,175.30197145238728
40,18045,condition_a,724.7112995826385
41,18045,baseline,178.26828093987186
42,18045,condition_b,904.4140450660426
43,18045,baseline,389.92490616022326
44,18045,baseline,268.0241874178809
45,18045,condition_b,646.3878331707721
46,18045,condition_a,372.7560146052363
47,18045,baseline,123.39935495705544
48,18045,condition_a,1135.668035338413
49,18045,condition_b,233.54921179501957
50,18045,condition_a,319.0459183198921
51,18045,condition_a,1397.7036856144578
52,18045,baseline,287.27537735723917
53,18045,baseline,354.9945659614655
54,18045,condition_b,686.7516974959381
55,18045,condition_a,429.7063461856177
56,18045,condition_b,367.5381733624018
57,18045,condition_a,221.86048499453457
58,18045,condition_a,513.2541281288038
59,18045,condition_a,609.0451374900465
60,18045,baseline,248.0490689536025
61,18045,condition_b,224.83382170340005
62,18045,condition_a,371.1441368500722
63,18045,baseline,193.244325575162
64,18045,baseline,847.3425110519437
65,18045,condition_b,361.0998226078987
66,18045,baseline,524.331942332983
67,18045,condition_b,357.295601596113
68,18045,baseline,581.3466202233516
69,18045,condition_a,1199.323685055807
70,18045,condition_b,500.0226789120153
71,18045,condition_b,458.7365630100954
72,18045,condition_b,183.71812268222888
73,18045,condition_b,205.0745025168469
74,18045,baseline,469.0701964589185
75,18045,condition_b,259.7855597341458
76,18045,condition_a,808.587284936477
77,18045,condition_b,374.4526983664234
78,18045,condition_a,965.7275648290693
79,18045,condition_b,814.8845788275689
80,18045,baseline,308.266073594851
81,18045,baseline,199.16354208727174
82,18045,baseline,223.5590654033232
83,18045,condition_b,353.866022313898
84,18045,baseline,488.22167281463646
85,18045,condition_a,465.13696375551814
86,18045,condition_b,327.1384360682022
87,18045,baseline,248.41964526153643
88,18045,condition_a,248.93330853313802
89,18045,condition_b,619.938166963019
90,18045,baseline,368.92706596578586
91,18045,baseline,331.595534162164
92,18045,condition_a,1127.0148170674477
93,18045,condition_a,537.1915393354082
94,18045,condition_b,1523.507841343753
95,18045,condition_a,580.1876424267622
96,18045,condition_b,195.09423437744434
97,18045,condition_b,436.1909458977078
98,18045,baseline,793.3656853463866
99,18045,baseline,277.50832186401084
100,18045,condition_b,1260.430076710227
101,18045,baseline,448.17950353344474
102,18045,condition_b,143.0125640752475
103,18045,condition_b,735.7016391423531
104,18045,condition_a,145.84257624218696
105,18045,condition_a,604.0888736142585
106,18045,condition_a,1130.7674706058535
107,18045,condition_b,486.3352534899336
108,18045,condition_a,567.7341345468614
109,18045,condition_b,284.9302313297768
110,18045,condition_a,353.0720604098832
111,18045,condition_b,382.42819071719316
112,18045,condition_a,280.50810813743595
113,18045,condition_a,922.9960578174323
114,18045,condition_a,204.37232613268932
115,18045,condition_b,444.18990101547587
116,18045,baseline,218.56447795520563
117,18045,condition_b,670.7925520129926
118,18045,condition_a,510.9822144056604
119,18045,condition_a,320.9817870935428
