,id,condition,RT
0,91033,condition_b,310.57322485163604
1,91033,condition_a,416.46737073646733
2,91033,condition_b,511.31141992283824
3,91033,condition_b,164.29903944083588
4,91033,condition_a,459.28185216761153
5,91033,condition_a,364.78693817687684
6,91033,condition_b,319.4317729135567
7,91033,baseline,227.70379580566023
8,91033,condition_a,268.27094100019707
9,91033,condition_b,474.2083692071884
10,91033,condition_a,597.6801266037227
11,91033,condition_b,192.1483946188747
12,91033,baseline,193.57348721238992
13,91033,condition_b,597.6734765595722
14,91033,baseline,526.5897793585762
15,91033,baseline,301.1843132525859
16,91033,condition_a,937.0465784189439
17,91033,condition_a,425.9287327373447
18,91033,baseline,299.41783680530347
19,91033,baseline,772.6040825809655
20,91033,condition_b,562.3680268205421
21,91033,baseline,756.3888429500457
22,91033,condition_a,652.4462749533799
23,91033,condition_a,270.538295492597
24,91033,baseline,487.3822105355413
25,91033,condition_a,358.8025260123244
26,91033,condition_a,367.4161810328415
27,91033,condition_a,404.9351079902885
28,91033,condition_a,1098.5624499267583
29,91033,baseline,326.52570796795266
30,91033,baseline,391.2235673882601
31,91033,condition_b,385.89874509470206
32,91033,baseline,598.3571612755023
33,91033,condition_a,727.6688037292499
34,91033,condition_b,218.6123351388895
35,91033,condition_a,461.1761973812107
36,91033,condition_b,372.8654878129033
37,91033,baseline,263.4973827994475
38,91033,condition_b,649.9292104289569
39,91033,condition_a,269.13109705569724
40,91033,condition_a,287.85876533413295
41,91033,condition_a,443.76151361659106
42,91033,condition_b,185.59811494458435
43,91033,baseline,220.46484510861382
44,91033,baseline,304.39716551543904
45,91033,baseline,213.12965261495194
46,91033,baseline,187.7506407290641
47,91033,condition_a,421.9222502309457
48,91033,condition_b,692.9175428078064
49,91033,condition_b,456.5360976192211
50,91033,condition_a,776.494774717818
51,91033,condition_a,559.4382666021945
52,91033,condition_b,312.56321593012063
53,91033,baseline,423.6084358289704
54,91033,baseline,711.8724901401223
55,91033,baseline,257.01431587198056
56,91033,condition_a,646.1610938093887
57,91033,baseline,392.9178564088307
58,91033,baseline,144.75764041867373
59,91033,baseline,222.56762367432782
60,91033,condition_a,679.9544557334891
61,91033,baseline,330.7813246332491
62,91033,condition_a,488.4863876052015
63,91033,condition_b,139.18394415432223
64,91033,condition_b,572.4636764392608
65,91033,condition_b,1097.243985977815
66,91033,condition_b,195.06144359048756
67,91033,baseline,222.04834736937974
68,91033,condition_b,203.46009285093731
69,91033,condition_a,470.17692328539954
70,91033,baseline,445.5810165073595
71,91033,baseline,265.99313070940934
72,91033,condition_b,368.60655675165367
73,91033,condition_a,938.4206396933016
74,91033,condition_b,150.68614829686132
75,91033,condition_b,482.60443119386616
76,91033,condition_a,287.2994162250353
77,91033,baseline,251.56534666727157
78,91033,baseline,290.64251536223753
79,91033,baseline,201.6018677507371
80,91033,baseline,431.245563625995
81,91033,baseline,415.74856448826193
82,91033,condition_a,186.47041145255227
83,91033,condition_a,520.8457501920997
84,91033,baseline,312.71172454780253
85,91033,condition_b,1128.5372652774906
86,91033,condition_b,106.77589557986968
87,91033,baseline,434.2521268707269
88,91033,condition_b,530.0603950341383
89,91033,condition_b,272.15474235660963
90,91033,condition_a,372.5862426745452
91,91033,condition_b,233.79999960250723
92,91033,condition_b,173.17635710105674
93,91033,baseline,217.8786165271542
94,91033,condition_a,668.1389969801456
95,91033,baseline,527.1406857137661
96,91033,baseline,330.77222172004076
97,91033,condition_b,380.90991582405564
98,91033,baseline,488.6902631873931
99,91033,condition_b,396.0309493825937
100,91033,baseline,111.799327558213
101,91033,condition_b,882.4749806978762
102,91033,condition_a,349.6596371530686
103,91033,condition_a,598.0430225179872
104,91033,condition_b,239.38389396761872
105,91033,condition_b,897.9705129051177
106,91033,condition_a,800.9793046487591
107,91033,condition_a,574.6720901423809
108,91033,condition_b,356.677764336669
109,91033,condition_b,331.36618616280487
110,91033,condition_a,707.3520207810299
111,91033,baseline,220.26955688019237
112,91033,condition_a,548.905473519447
113,91033,condition_b,242.72917985101307
114,91033,condition_a,501.9343609124706
115,91033,condition_b,261.29011858655775
116,91033,baseline,258.3365929267565
117,91033,condition_b,220.81731412652692
118,91033,condition_a,563.3828334547286
119,91033,condition_a,176.31338314910678
