,id,condition,RT
0,29185,condition_a,549.150967963542
1,29185,condition_a,333.7803967270106
2,29185,baseline,412.92044013380297
3,29185,baseline,565.8023344568103
4,29185,baseline,550.9727072760206
5,29185,baseline,702.2570598526922
6,29185,condition_b,311.5050030436819
7,29185,baseline,361.14883974758413
8,29185,condition_a,762.4265318249081
9,29185,condition_a,1904.35980627629
10,29185,condition_b,523.594650171869
11,29185,condition_b,279.1145055091477
12,29185,condition_a,2184.8762246233505
13,29185,condition_a,1334.2292279370151
14,29185,baseline,384.82963631924184
15,29185,condition_a,1051.3336550864665
16,29185,condition_b,1112.5355889253713
17,29185,baseline,573.7708613829643
18,29185,condition_b,471.1929240647298
19,29185,condition_a,532.5063455170088
20,29185,condition_b,204.90507537554143
21,29185,condition_b,1085.6974136283861
22,29185,condition_b,613.390311664337
23,29185,baseline,927.7929833486065
24,29185,condition_a,797.3226930318626
25,29185,baseline,1088.3071915076493
26,29185,baseline,1600.310319647863
27,29185,condition_a,637.0155428410568
28,29185,baseline,908.6042702044236
29,29185,baseline,681.138745607511
30,29185,condition_a,1195.621036918956
31,29185,condition_b,701.934707260006
32,29185,baseline,725.5553059179391
33,29185,baseline,379.4065530531481
34,29185,condition_a,760.8508317891425
35,29185,condition_a,423.9293290179384
36,29185,baseline,1171.3168118796045
37,29185,condition_a,960.0754830634197
38,29185,condition_a,696.5181304650407
39,29185,condition_b,545.6747890059986
40,29185,baseline,1714.1435737284037
41,29185,condition_a,2197.001484682665
42,29185,condition_b,327.86249119561376
43,29185,condition_b,315.5066794740829
44,29185,condition_a,1991.7370868620499
45,29185,condition_b,493.1015246856722
46,29185,baseline,496.7300317676886
47,29185,condition_a,1014.8704724633978
48,29185,condition_a,498.5136344436937
49,29185,baseline,323.2276149937044
50,29185,condition_b,257.5344869373791
51,29185,condition_b,675.8175084420477
52,29185,baseline,274.88813305768406
53,29185,condition_b,260.9576266484296
54,29185,condition_a,750.52545086187
55,29185,baseline,223.74098522743236
56,29185,condition_a,577.6131439165872
57,29185,baseline,826.9216566763636
58,29185,condition_a,2072.6210904437266
59,29185,condition_b,1990.5374726274724
60,29185,baseline,362.9041176210538
61,29185,condition_b,658.0116903736338
62,29185,condition_b,325.26755939183306
63,29185,condition_a,664.4513597739199
64,29185,condition_b,579.9305603120007
65,29185,condition_b,941.4556087122294
66,29185,condition_a,605.4485791489262
67,29185,baseline,250.67314645605632
68,29185,condition_b,611.545113744912
69,29185,baseline,2118.2956841431437
70,29185,condition_b,932.1890878409945
71,29185,baseline,385.0499631696995
72,29185,condition_a,1381.4461677363797
73,29185,condition_a,567.6571471017332
74,29185,condition_b,354.05824745894324
75,29185,condition_b,373.3178046707192
76,29185,condition_a,1026.084700797973
77,29185,condition_a,512.0673035734015
78,29185,condition_b,407.7080418063802
79,29185,condition_b,822.2035054459825
80,29185,condition_b,412.3381399229406
81,29185,condition_a,903.7087138377433
82,29185,condition_b,624.4947457303048
83,29185,baseline,516.332169975298
84,29185,condition_b,250.47387711102004
85,29185,baseline,828.2767962506224
86,29185,condition_b,437.6148670140766
87,29185,condition_b,834.968943328739
88,29185,condition_b,624.4157702221567
89,29185,condition_a,501.74365175006955
90,29185,baseline,863.1882693154078
91,29185,baseline,1100.5723962642182
92,29185,baseline,652.2470858316132
93,29185,baseline,639.9143276709685
94,29185,condition_b,641.1851700121161
95,29185,condition_b,1012.6436080334104
96,29185,condition_b,129.9445293189854
97,29185,baseline,440.1937344712166
98,29185,baseline,570.0658880383432
99,29185,condition_a,1187.8872570849544
100,29185,condition_a,547.6158173890283
101,29185,baseline,720.1301029993308
102,29185,baseline,493.5760042012762
103,29185,condition_a,422.0088788799488
104,29185,condition_b,267.1314545958842
105,29185,baseline,405.6070909660703
106,29185,baseline,619.9737915710017
107,29185,condition_b,1031.5723015091178
108,29185,condition_a,1323.7241343874375
109,29185,condition_a,768.1186281050076
110,29185,baseline,882.2622384386963
111,29185,baseline,1149.4426582758733
112,29185,condition_b,386.7903022116675
113,29185,condition_a,713.3381663088834
114,29185,condition_a,485.5373084649171
115,29185,condition_b,331.58298399382454
116,29185,condition_a,323.6260761576788
117,29185,condition_a,958.4398870217021
118,29185,condition_a,684.9292345740291
119,29185,baseline,420.86966525096136
