,id,condition,RT
0,83630,condition_a,274.14297613799073
1,83630,condition_a,795.318072003671
2,83630,baseline,391.66702122115936
3,83630,condition_b,287.57740915859875
4,83630,condition_a,555.140386618004
5,83630,baseline,169.32522041102237
6,83630,condition_b,191.28991585645352
7,83630,condition_a,284.7619520431253
8,83630,condition_b,140.04357802075666
9,83630,baseline,200.09823929314817
10,83630,condition_a,703.8706945961059
11,83630,condition_a,492.963912014456
12,83630,baseline,157.72052900709173
13,83630,baseline,339.0604868699953
14,83630,condition_b,585.3121157524021
15,83630,condition_b,204.57132203981408
16,83630,condition_a,533.7914480672655
17,83630,condition_a,261.90755230317933
18,83630,condition_a,297.61560856019906
19,83630,baseline,598.9328464117172
20,83630,condition_b,229.66215215475802
21,83630,condition_a,297.55852433445153
22,83630,condition_a,315.05314524716437
23,83630,condition_b,205.30532131175707
24,83630,baseline,367.0954978481697
25,83630,baseline,130.31219782542925
26,83630,baseline,511.52301375137284
27,83630,condition_b,185.3848240136735
28,83630,condition_b,219.5407725197075
29,83630,condition_b,197.24683916667757
30,83630,baseline,675.0095958797331
31,83630,condition_a,907.3779809773642
32,83630,condition_b,296.3976124723052
33,83630,condition_a,748.6805131906922
34,83630,baseline,328.2124863519978
35,83630,condition_b,434.70963388298316
36,83630,condition_b,87.89784265994678
37,83630,baseline,207.43166365891332
38,83630,condition_b,130.04286688785837
39,83630,condition_a,640.6870459509513
40,83630,condition_a,764.8483463127933
41,83630,condition_a,316.9891405451478
42,83630,condition_b,362.3618246927893
43,83630,condition_b,186.18470138997108
44,83630,baseline,849.974973258217
45,83630,baseline,349.21328002381824
46,83630,baseline,133.2030512008836
47,83630,baseline,572.630773587575
48,83630,condition_a,584.2884448149124
49,83630,condition_b,590.0360544216526
50,83630,condition_a,395.0789596605719
51,83630,condition_b,179.95986256249003
52,83630,condition_b,439.33881424558547
53,83630,condition_b,127.03989851369366
54,83630,condition_a,785.8529171522712
55,83630,baseline,346.50298433031526
56,83630,condition_a,416.65032780883615
57,83630,condition_b,362.29352015365845
58,83630,baseline,211.7873886963086
59,83630,condition_b,596.9886256098085
60,83630,baseline,604.0363137430903
61,83630,condition_b,248.683816901961
62,83630,condition_b,185.31446421294046
63,83630,condition_b,221.58111606962152
64,83630,condition_b,469.1397120292369
65,83630,condition_a,703.042223071382
66,83630,condition_a,709.4509252262935
67,83630,baseline,520.8193410578347
68,83630,condition_b,156.19590672739548
69,83630,condition_a,439.6738048821562
70,83630,baseline,293.933857815073
71,83630,baseline,244.904458441544
72,83630,condition_a,687.0224208244365
73,83630,condition_b,627.4243036661707
74,83630,condition_a,360.83538978014303
75,83630,condition_a,503.6248457285636
76,83630,condition_a,432.41512401294256
77,83630,baseline,137.47332964633534
78,83630,condition_b,209.6635424006615
79,83630,baseline,467.3394388488183
80,83630,baseline,480.3327912011215
81,83630,condition_a,1255.0636221839964
82,83630,condition_a,361.97881402596863
83,83630,baseline,461.58051595365924
84,83630,condition_b,391.37857680453214
85,83630,baseline,192.79252306826154
86,83630,baseline,301.9606266921556
87,83630,condition_a,529.2082844544257
88,83630,baseline,212.63308630979665
89,83630,condition_b,279.54650788093227
90,83630,baseline,260.28323337875753
91,83630,condition_a,1392.2536589586143
92,83630,condition_a,323.61019152345347
93,83630,condition_a,356.61393547837406
94,83630,condition_a,331.71983548118254
95,83630,condition_b,163.21984383445974
96,83630,condition_b,136.28618384146088
97,83630,baseline,187.85423941778316
98,83630,baseline,275.7837803796768
99,83630,condition_b,379.24175842914394
100,83630,baseline,285.77089358315527
101,83630,condition_a,540.9684036058692
102,83630,baseline,379.61725823875713
103,83630,condition_a,417.0756875466911
104,83630,condition_b,175.42469171616887
105,83630,condition_b,800.0636163849337
106,83630,baseline,412.21480751184606
107,83630,baseline,514.926626960499
108,83630,condition_a,792.2454983341463
109,83630,baseline,976.3246650686966
110,83630,condition_b,257.0839243691089
111,83630,condition_b,130.17418015815156
112,83630,baseline,379.5393293115484
113,83630,condition_a,364.2968507633455
114,83630,baseline,239.9681223583634
115,83630,baseline,375.9031924555835
116,83630,condition_b,382.9598206833242
117,83630,condition_a,419.62826388094356
118,83630,condition_b,318.6821338106682
119,83630,condition_a,999.8260624888085
