,id,condition,RT
0,54916,condition_a,496.48670217966077
1,54916,baseline,177.46193328362628
2,54916,baseline,402.9457322117672
3,54916,baseline,172.04476612945027
4,54916,condition_a,418.7269560181633
5,54916,condition_a,534.7254202901112
6,54916,condition_a,823.4476232873947
7,54916,condition_b,397.9808241314798
8,54916,baseline,178.12464297483888
9,54916,condition_a,161.67984916028186
10,54916,baseline,230.36377281653242
11,54916,condition_b,384.62850748488734
12,54916,baseline,125.63641646932491
13,54916,baseline,242.18719842526644
14,54916,condition_b,113.66669133448184
15,54916,condition_b,186.1182293507708
16,54916,condition_b,301.0938227925475
17,54916,baseline,315.1201222682353
18,54916,condition_b,333.1345331041725
19,54916,condition_a,222.79733879793284
20,54916,condition_b,812.3299283836593
21,54916,condition_a,427.77850363678743
22,54916,baseline,635.9614056486851
23,54916,baseline,263.34197054253906
24,54916,condition_b,249.12092498584045
25,54916,baseline,454.83280216035314
26,54916,condition_b,113.5306739065183
27,54916,baseline,283.1385814071297
28,54916,baseline,340.43076139208586
29,54916,condition_b,619.7216973248891
30,54916,condition_a,487.10885827066534
31,54916,baseline,405.57101384201223
32,54916,condition_b,290.62076686431806
33,54916,baseline,316.93415604408153
34,54916,baseline,962.367280010911
35,54916,baseline,579.2787615532627
36,54916,condition_b,258.5648735273913
37,54916,condition_a,895.5494591021401
38,54916,condition_b,279.08126861040296
39,54916,condition_a,873.2488976687054
40,54916,condition_b,427.41242398157897
41,54916,baseline,394.78471393086187
42,54916,condition_b,219.34789266008386
43,54916,condition_a,381.5831709861292
44,54916,condition_b,635.3164602503126
45,54916,condition_a,389.43794156642565
46,54916,condition_b,613.6086984687662
47,54916,condition_a,534.2749776986835
48,54916,baseline,523.1863309678205
49,54916,baseline,302.9449732373986
50,54916,condition_a,623.6396222813535
51,54916,condition_a,877.1518662513781
52,54916,condition_b,346.4454686251104
53,54916,condition_a,980.4745992574796
54,54916,condition_a,352.06248472630944
55,54916,baseline,320.0360591308694
56,54916,condition_b,431.31181982377984
57,54916,condition_b,331.43079110785175
58,54916,condition_b,392.64245233558165
59,54916,condition_b,467.51107054003376
60,54916,baseline,279.2996737178683
61,54916,baseline,409.44426471145954
62,54916,condition_a,420.94985230137695
63,54916,condition_a,424.37442496142955
64,54916,condition_a,910.1329450741714
65,54916,condition_b,147.50633676700545
66,54916,condition_b,114.64617609923454
67,54916,baseline,293.35838116860293
68,54916,condition_b,165.73610609087115
69,54916,condition_b,531.1982708512675
70,54916,condition_a,322.09978378615455
71,54916,condition_a,304.95339214523096
72,54916,baseline,445.4281508122653
73,54916,baseline,263.1068261901186
74,54916,baseline,333.39723328288966
75,54916,condition_b,354.06853031166975
76,54916,condition_b,235.30804055793718
77,54916,baseline,935.9334972562968
78,54916,condition_b,367.2616535643359
79,54916,baseline,420.09568109272874
80,54916,condition_a,542.1218054384215
81,54916,condition_b,177.82740660167613
82,54916,condition_b,279.38435049468154
83,54916,condition_a,946.1547615819841
84,54916,condition_b,631.9371949838818
85,54916,condition_b,379.9003625425527
86,54916,condition_a,363.2566000435111
87,54916,condition_a,818.2229544074272
88,54916,condition_a,365.4757754555615
89,54916,condition_b,76.82647417875835
90,54916,condition_a,425.0175222041232
91,54916,condition_a,561.1215091018323
92,54916,condition_b,650.1095260055984
93,54916,condition_a,399.30763463610697
94,54916,condition_a,430.4420149935798
95,54916,baseline,271.4346339018867
96,54916,condition_a,268.29911129389507
97,54916,baseline,241.41884902988943
98,54916,baseline,407.766640867856
99,54916,condition_a,857.786574308639
100,54916,baseline,350.4448617890318
101,54916,baseline,259.2721854007471
102,54916,condition_a,464.46360395427155
103,54916,baseline,224.27022621338776
104,54916,baseline,146.30331549384022
105,54916,condition_a,460.91966052966984
106,54916,baseline,179.02548199273153
107,54916,condition_a,282.6723584048134
108,54916,baseline,356.22216534734605
109,54916,condition_b,346.1100454045059
110,54916,baseline,423.5224736382666
111,54916,baseline,320.521325560075
112,54916,condition_b,367.25225103664775
113,54916,condition_b,367.66088372213625
114,54916,condition_a,451.00524929058685
115,54916,condition_b,447.3240801287086
116,54916,condition_a,407.2882240223855
117,54916,condition_a,604.7399788699482
118,54916,condition_b,821.9351947417158
119,54916,condition_a,450.61797924911775
